217U   217   92    1    0    1    1    0.000000    2.117000
  1   0.000000   0.5 -1  8.000E-04  0                     1/2-#  2 AP 1.0000E+02 %A      =  5.0000E-02 %B                                                                                                                                                                                       0.000000       
218U   218   92    2    0    1    1    9.131000    2.446960
  1   0.000000   0.0  1  5.500E-04  0                        0+  1 =  1.0000E+02 %A                                                                                                                                                                                                             0.000000       
  2   2.105000   8.0  1  5.600E-04  0                      (8+)  1 AP 1.0000E+02 %A                                                                                                                                                                                                             0.000000       
219U   219   92    1    0    1    1    6.696750    2.686880
  1   0.000000   4.5  1  5.500E-05  0                     9/2+#  2 =  1.0000E+02 %A      =  1.4000E-05 %EC+%B+                                                                                                                                                                                  0.000000       
220U   220   92    1    0    1    1    8.424000    2.896000
  1   0.000000   0.0  1  6.000E-08  0                        0+  2 ?  0.0000E+00 %A      ?  0.0000E+00 %EC+%B+                                                                                                                                                                                  0.000000       
221U   221   92    1    0    1    1    6.522000    3.024000
  1   0.000000   4.5  1  7.000E-07  0                     9/2+#  2 ?  0.0000E+00 %A      ?  0.0000E+00 %EC+%B+                                                                                                                                                                                  0.000000       
222U   222   92    1    0    1    1    8.333000    3.444000
  1   0.000000   0.0  1  1.500E-06  0                        0+  2 =  1.0000E+02 %A      <  1.0000E-06 %EC+%B+                                                                                                                                                                                  0.000000       
223U   223   92    1    0    1    1    6.454000    3.605000
  1   0.000000   3.5  1  2.100E-05  0                     7/2+#  2 AP 1.0000E+02 %A      =  2.0000E-01 %EC+%B+                                                                                                                                                                                  0.000000       
224U   224   92    1    0    1    1    8.196160    3.895960
  1   0.000000   0.0  1  9.400E-04  0                        0+  2 =  1.0000E+02 %A      <  1.2000E-04 %EC+%B+                                                                                                                                                                                  0.000000       
225U   225   92    1    0    1    1    6.407490    3.773760
  1   0.000000   2.5  1  6.100E-02  0                     5/2+#  1 =  1.0000E+02 %A                                                                                                                                                                                                             0.000000       
226U   226   92    1    0    1    1    8.119990    4.300650
  1   0.000000   0.0  1  2.690E-01  0                        0+  1 =  1.0000E+02 %A                                                                                                                                                                                                             0.000000  0    
227U   227   92    1    0    1    1    6.378170    4.300090
  1   0.000000   1.5  1  6.600E+01  0                    (3/2+)  2 =  1.0000E+02 %A      <  1.0000E-03 %EC+%B+                                                                                                                                                                                  0.000000       
228U   228   92    2    0    1    2    7.871310    4.898630
  1   0.000000   0.0  1  5.460E+02  0                        0+  2 >  9.5000E+01 %A      <  5.0000E+00 %EC                                                                                                                                                                                      0.000000       
  2   0.059000   2.0  1             0                        2+  0                                                                                                                                                                                                                              0.000000       
229U   229   92    2    0    1    1    6.082770    5.002520
  1   0.000000   1.5  1  3.480E+03  0                    (3/2+)  2 AP 8.0000E+01 %EC+%B+ AP 2.0000E+01 %A                                                                                                                                                                                       0.000000       
  2   0.015000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
230U   230   92   21   27    8    6    7.667220    5.572360
  1   0.000000   0.0  1  1.748E+06  0 u                      0+  3 =  1.0000E+02 %A      LT 1.4000E-10 %SF     =  4.8000E-12 %22NE                                                                                                                                                              0.000000  0    
  2   0.051727   2.0  1  2.600E-10  1 u                      2+  0                                                                                                                                                                                                                              0.000000  0    
                                          1      0.052  3.236E-03  1.000E+00  3.080E+02
  3   0.169340   4.0  1             1 u                      4+  0                                                                                                                                                                                                                              0.000000  0    
                                          2      0.118  1.346E-01  1.000E+00  6.430E+00
  4   0.346950   6.0  1             1 u                      6+  0                                                                                                                                                                                                                              0.000000  0    
                                          3      0.178  4.600E-01  1.000E+00  1.174E+00
  5   0.366649   1.0 -1             2 u                      1-  0                                                                                                                                                                                                                              0.000000  1    
                                          2      0.315  5.359E-01  5.549E-01  3.530E-02
                                          1      0.367  4.341E-01  4.451E-01  2.540E-02
  6   0.435190   3.0 -1             2 u                      3-  0                                                                                                                                                                                                                              0.000000  1    
                                          3      0.266  2.671E-01  2.808E-01  5.130E-02
                                          2      0.383  7.029E-01  7.192E-01  2.320E-02
  7   0.558100   5.0 -1             2 u                    (5-)  0                                                                                                                                                                                                                              0.000000  1    
                                          4      0.211  0.000E+00  0.000E+00  1.900E-01
                                          3      0.389  0.000E+00  0.000E+00  3.700E-02
  8   0.578000   8.0  1             1 u                      8+  0                                                                                                                                                                                                                              0.000000  0    
                                          4      0.231  6.925E-01  1.000E+00  4.440E-01
  9   0.733900   7.0 -1             1                      (7-)  0                                                                                                                                                                                                                              0.000000  1    
                                          4      0.387  9.643E-01  1.000E+00  3.700E-02
 10   0.856300  10.0  1             1                       10+  0                                                                                                                                                                                                                              0.000000  0    
                                          8      0.278  7.299E-01  1.000E+00  3.700E-01
 11   0.958600   9.0 -1             1                      (9-)  0                                                                                                                                                                                                                              0.000000  1    
                                          8      0.381  9.625E-01  1.000E+00  3.900E-02
 12   1.175600  12.0  1             1                       12+  0                                                                                                                                                                                                                              0.000000  0    
                                         10      0.319  8.130E-01  1.000E+00  2.300E-01
 13   1.229000  11.0 -1             2                     (11-)  0                                                                                                                                                                                                                              0.000000  1    
                                         11      0.270  2.312E-01  3.259E-01  4.100E-01
                                         10      0.373  6.475E-01  6.741E-01  4.100E-02
 14   1.531500  14.0  1             1                       14+  0                                                                                                                                                                                                                              0.000000  0    
                                         12      0.356  8.621E-01  1.000E+00  1.600E-01
 15   1.539700  13.0 -1             2                     (13-)  0                                                                                                                                                                                                                              0.000000  1    
                                         13      0.311  2.042E-01  2.553E-01  2.500E-01
                                         12      0.364  7.140E-01  7.447E-01  4.300E-02
 16   1.885900  15.0 -1             2                     (15-)  0                                                                                                                                                                                                                              0.000000  1    
                                         15      0.346  0.000E+00  0.000E+00  1.800E-01
                                         14      0.354  0.000E+00  0.000E+00  4.600E-02
 17   1.921100  16.0  1             1                       16+  0                                                                                                                                                                                                                              0.000000  0    
                                         14      0.390  8.929E-01  1.000E+00  1.200E-01
 18   2.266700  17.0 -1             2                     (17-)  0                                                                                                                                                                                                                              0.000000  1    
                                         17      0.346  0.000E+00  0.000E+00  4.900E-02
                                         16      0.380  0.000E+00  0.000E+00  1.300E-01
 19   2.337800  18.0  1             1                     (18+)  0                                                                                                                                                                                                                              0.000000  0    
                                         17      0.417  9.091E-01  1.000E+00  1.000E-01
 20   2.779000  20.0  1             1                     (20+)  0                                                                                                                                                                                                                              0.000000  0    
                                         19      0.442  9.200E-01  1.000E+00  8.700E-02
