 36Sc   36   21    1    0    1    1    0.000000   -3.274000
  1   0.000000  -1.0  0             0                            1 ?  0.0000E+00 %P                                                                                                                                                                                                             0.000000       
 37Sc   37   21    1    0    1    1   19.939000   -2.646000
  1   0.000000   3.5 -1             0                     7/2-#  1 ?  0.0000E+00 %P                                                                                                                                                                                                             0.000000       
 38Sc   38   21    1    0    1    1   16.101000   -1.301000
  1   0.000000   2.0 -1  3.000E-07  0                       2-#  1 ?  0.0000E+00 %P                                                                                                                                                                                                             0.000000       
 39Sc   39   21    3    0    1    1   17.698000   -0.596820
  1   0.000000   3.5 -1  3.000E-07  0                     7/2-#  1 =  1.0000E+02 %P                                                                                                                                                                                                             0.000000       
  2   0.950000   1.5 -1             0                    (3/2-)  0                                                                                                                                                                                                                              0.000000       
  3   8.960000   1.5  1             0                    (3/2+)  0                                                                                                                                                                                                                              0.000000       
 40Sc   40   21   42    0    9    1   14.421940    0.529600
  1   0.000000   4.0 -1  1.823E-01  0 u                      4-  3 =  1.0000E+02 %EC+%B+ =  4.4000E-01 %B+P    =  1.7000E-02 %B+A                                                                                                                                                               0.000000       
  2   0.034300   3.0 -1             0 u                    (3-)  0                                                                                                                                                                                                                              0.000000       
  3   0.772100   2.0 -1             0 u                    (2-)  0                                                                                                                                                                                                                              0.000000       
  4   0.893500   5.0 -1             0 u                    (5-)  0                                                                                                                                                                                                                              0.000000       
  5   1.670700  -1.0 -1             0                   (1-&2-)  0                                                                                                                                                                                                                              0.000000       
  6   1.703200  -1.0  1             0                            0                                                                                                                                                                                                                              0.000000       
  7   1.797000   3.0 -1             0 u                    (3-)  0                                                                                                                                                                                                                              0.000000       
  8   1.871000  -1.0 -1             0                            0                                                                                                                                                                                                                              0.000000       
  9   1.933000  -1.0 -1             0                            0                                                                                                                                                                                                                              0.000000       
 10   2.285000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 11   2.370000   4.0 -1             0                      (4-)  0                                                                                                                                                                                                                              0.000000       
 12   2.754000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 13   2.940000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 14   3.030000   3.0 -1             0                      (3-)  0                                                                                                                                                                                                                              0.000000       
 15   3.144000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 16   3.230000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 17   3.337000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 18   3.418000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 19   3.494000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 20   3.656000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 21   3.790000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 22   3.864000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 23   3.900000  -1.0  0             0                   (1-,2-)  0                                                                                                                                                                                                                              0.000000       
 24   4.070000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 25   4.132000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 26   4.271000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 27   4.368000   0.0  1             0                        0+  0                                                                                                                                                                                                                              0.000000       
 28   4.526000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 29   4.658000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 30   4.830000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 31   4.904000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 32   5.018000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 33   5.086000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 34   5.228000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 35   5.362000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 36   5.574000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 37   5.702000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 38   6.012000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 39   6.127000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 40   6.426000   1.0  1             0                        1+  0                                                                                                                                                                                                                              0.000000       
 41   7.500000   6.0 -1             0                      (6-)  0                                                                                                                                                                                                                              0.000000       
 42   9.000000  -1.0  0             0                (0-,1-,2-)  0                                                                                                                                                                                                                              0.000000       
 41Sc   41   21  201  104   36    9   16.190390    1.085000
  1   0.000000   3.5 -1  5.963E-01  0 u                    7/2-  1 =  1.0000E+02 %EC+%B+                                                                                                                                                                                                        0.000000       
  2   1.716450   1.5 -1             1 u                    3/2-  2 GT 9.8000E+01 %P      LT 2.0000E+00 %IT                                                                                                                                                                                      0.000000       
                                          1      1.716  2.000E-02  2.000E-02  2.120E-04
  3   2.095900   1.5  1             0 u                    3/2+  2 GT 9.9000E+01 %P      LT 1.0000E+00 %IT                                                                                                                                                                                      0.000000       
  4   2.414800   1.5 -1             3 u                    3/2-  2 GT 5.0000E+01 %P      LT 5.0000E+01 %IT                                                                                                                                                                                      0.000000       
                                          3      0.319  3.539E-02  3.542E-02  7.700E-04
                                          2      0.698  4.424E-01  4.425E-01  2.200E-04
                                          1      2.415  2.212E-02  2.213E-02  5.300E-04
  5   2.588100   2.5 -1             3 u                    5/2-  2 GT 9.0000E+01 %P      LT 1.0000E+01 %IT                                                                                                                                                                                      0.000000       
                                          3      0.492  2.917E-04  2.917E-04  2.360E-04
                                          2      0.872  2.431E-03  2.431E-03  1.270E-04
                                          1      2.588  9.722E-02  9.728E-02  5.730E-04
  6   2.666640   2.5  1             3 u                    5/2+  2 GT 9.8000E+01 %P      LT 2.0000E+00 %IT                                                                                                                                                                                      0.000000       
                                          3      0.571  1.142E-04  1.142E-04  3.700E-04
                                          2      0.950  8.372E-04  8.373E-04  5.240E-05
                                          1      2.667  1.903E-02  1.905E-02  1.066E-03
  7   2.719170   0.5  1             3 u                    1/2+  0                                                                                                                                                                                                                              0.000000       
                                          3      0.623  4.464E-02  4.465E-02  2.900E-04
                                          2      1.003  8.928E-01  8.928E-01  4.720E-05
                                          1      2.719  6.249E-02  6.252E-02  4.540E-04
  8   2.882470   3.5  1             2 u                    7/2+  2 =  5.9000E+01 %P      =  4.1000E+01 %IT                                                                                                                                                                                      0.000000       
                                          3      0.786  3.273E-04  3.274E-04  2.020E-04
                                          1      2.882  4.092E-01  4.097E-01  1.188E-03
  9   2.972100   3.5 -1             2 u                  7/2(-)  0                                                                                                                                                                                                                              0.000000       
                                          3      0.876  1.995E-03  1.995E-03  2.900E-04
                                          1      2.972  9.973E-01  9.980E-01  6.930E-04
 10   3.013000   1.5 -1             2 c         (3/2-,5/2,7/2+)  2 GT 9.9000E+01 %P      LT 1.0000E+00 %IT                                                                                                                                                                                      0.000000       
                                          3      0.917  8.694E-03  8.695E-03  5.630E-05
                                          1      3.013  1.304E-03  1.305E-03  7.970E-04
 11   3.185100   4.5  1             5 c             (9/2+,5/2-)  2 GT 9.2000E+01 %P      LT 8.0000E+00 %IT                                                                                                                                                                                      0.000000       
                                          7      0.466  2.375E-04  2.399E-04  1.000E-02
                                          5      0.597  1.584E-04  1.585E-04  9.000E-04
                                          4      0.770  1.584E-04  1.584E-04  5.130E-04
                                          3      1.089  1.584E-04  1.584E-04  2.840E-04
                                          1      3.185  7.918E-02  7.928E-02  1.331E-03
 12   3.358100   3.5 -1             0 c          (7/2,9/2,11/2)  0                                                                                                                                                                                                                              0.000000       
 13   3.411500   0.5  1  2.535E-19  7 u                    1/2+  0                                                                                                                                                                                                                              0.000000       
                                          8      0.529  2.585E-02  2.592E-02  2.630E-03
                                          7      0.692  2.585E-02  2.585E-02  1.654E-04
                                          6      0.745  2.585E-02  2.586E-02  2.350E-04
                                          5      0.823  1.723E-02  1.724E-02  3.400E-04
                                          4      0.997  2.585E-02  2.585E-02  4.770E-05
                                          2      1.695  8.617E-01  8.620E-01  4.320E-04
                                          1      3.411  1.723E-02  1.725E-02  6.970E-04
 14   3.465000   0.5 -1  9.125E-21  0 u                    1/2-  0                                                                                                                                                                                                                              0.000000       
 15   3.480000   0.5 -1  3.802E-20  2 u                    1/2-  0                                                                                                                                                                                                                              0.000000       
                                          2      1.759  9.613E-01  9.615E-01  2.060E-04
                                          1      3.475  3.845E-02  3.847E-02  4.850E-04
 16   3.562700   1.5  1             2 c          (1/2,3/2,5/2)+  0                                                                                                                                                                                                                              0.000000       
                                          2      1.846  8.845E-01  8.849E-01  5.420E-04
                                          1      3.562  1.150E-01  1.151E-01  7.100E-04
 17   3.678000   3.5 -1             2 c         (3/2-,5/2,7/2-)  0                                                                                                                                                                                                                              0.000000       
                                          2      1.962  3.587E-01  3.588E-01  3.190E-04
                                          1      3.678  6.405E-01  6.412E-01  1.000E-03
 18   3.690000   2.5  1             0 c          (1/2,3/2,5/2)+  0                                                                                                                                                                                                                              0.000000       
 19   3.696700   3.5  1             7 u                    7/2+  0                                                                                                                                                                                                                              0.000000       
                                         10      0.684  9.136E-04  9.141E-04  6.000E-04
                                          8      0.814  3.106E-02  3.107E-02  1.500E-04
                                          6      1.030  4.111E-02  4.112E-02  7.630E-05
                                          5      1.109  9.136E-04  9.136E-04  5.190E-05
                                          4      1.282  9.136E-04  9.137E-04  1.100E-04
                                          3      1.601  1.005E-02  1.005E-02  1.662E-04
                                          1      3.696  9.136E-01  9.150E-01  1.562E-03
 20   3.731000   0.5 -1  3.802E-20  0 u                    1/2-  0                                                                                                                                                                                                                              0.000000       
