126Pm  126   61    1    0    1    1    0.000000   -1.113000
  1   0.000000  -1.0  0  5.000E-01  0                            2 ?  0.0000E+00 %B+P    ?  0.0000E+00 %EC+%B+                                                                                                                                                                                  0.000000       
127Pm  127   61    1    0    1    1   13.660000   -0.917000
  1   0.000000   2.5  1  1.000E+00  0                     5/2+#  2 ?  0.0000E+00 %EC+%B+ ?  0.0000E+00 %P                                                                                                                                                                                       0.000000       
128Pm  128   61    1    0    1    1   11.071000   -0.461000
  1   0.000000  -1.0  0  1.000E+00  0               (5;6;7)(+#)  3 AP 1.0000E+02 %EC+%B+ ?  0.0000E+00 %B+P    ?  0.0000E+00 %P                                                                                                                                                                 0.000000       
129Pm  129   61    1    0    1    1   13.167000   -0.144000
  1   0.000000   2.5 -1  2.400E+00  0                    (5/2-)  2 =  1.0000E+02 %EC+%B+ ?  0.0000E+00 %B+P                                                                                                                                                                                     0.000000       
130Pm  130   61    1    0    1    1   10.586000    0.370000
  1   0.000000  -1.0  0  2.600E+00  0                (5+;6+;4+)  2 =  1.0000E+02 %EC+%B+ ?  0.0000E+00 %B+P                                                                                                                                                                                     0.000000       
131Pm  131   61   10    9    1    1   12.598000    0.616000
  1   0.000000   5.5 -1  6.300E+00  0                   (11/2-)  1 =  1.0000E+02 %EC+%B+                                                                                                                                                                                                        0.000000  0    
  2   0.273000   7.5 -1             1                   (15/2-)  0                                                                                                                                                                                                                              0.000000  0    
                                          1      0.273  9.183E-01  1.000E+00  8.900E-02
  3   0.680000   9.5 -1             1                   (19/2-)  0                                                                                                                                                                                                                              0.000000  0    
                                          2      0.407  9.756E-01  1.000E+00  2.500E-02
  4   1.218000  11.5 -1             1                   (23/2-)  0                                                                                                                                                                                                                              0.000000  0    
                                          3      0.538  9.887E-01  1.000E+00  1.140E-02
  5   1.874000  13.5 -1             1                   (27/2-)  0                                                                                                                                                                                                                              0.000000  0    
                                          4      0.656  9.932E-01  1.000E+00  6.800E-03
  6   2.634000  15.5 -1             1                   (31/2-)  0                                                                                                                                                                                                                              0.000000  0    
                                          5      0.760  9.953E-01  1.000E+00  4.700E-03
  7   3.486000  17.5 -1             1                   (35/2-)  0                                                                                                                                                                                                                              0.000000  0    
                                          6      0.852  9.964E-01  1.000E+00  3.600E-03
  8   4.422000  19.5 -1             1                   (39/2-)  0                                                                                                                                                                                                                              0.000000  0    
                                          7      0.936  9.971E-01  1.000E+00  2.920E-03
  9   5.438000  21.5 -1             1                   (43/2-)  0                                                                                                                                                                                                                              0.000000  0    
                                          8      1.016  9.976E-01  1.000E+00  2.440E-03
 10   6.537000  23.5 -1             1                   (47/2-)  0                                                                                                                                                                                                                              0.000000  0    
                                          9      1.099  9.979E-01  1.000E+00  2.060E-03
132Pm  132   61    1    0    1    1    9.776000    1.149000
  1   0.000000   3.0  1  6.200E+00  0                      (3+)  2 =  1.0000E+02 %EC+%B+ AP 5.0000E-05 %B+P                                                                                                                                                                                     0.000000       
133Pm  133   61   78  119   17    1   11.851000    1.270810
  1   0.000000   1.5  1  1.350E+01  0 u                  (3/2+)  1 =  1.0000E+02 %EC+%B+                                                                                                                                                                                                        0.000000  0    
  2   0.084480   2.5  1             1 u                  (5/2+)  0                                                                                                                                                                                                                              0.000000  1    
                                          1      0.084  2.273E-01  1.000E+00  3.400E+00
  3   0.129700   5.5 -1  8.800E+00  1 u                 (11/2-)  2 ?  0.0000E+00 %EC+B+  ?  0.0000E+00 %IT                                                                                                                                                                                      0.000000  2    
                                          2      0.045  3.415E-04  1.000E+00  2.927E+03
  4   0.147900   4.5 -1             0 u                  (9/2-)  0                                                                                                                                                                                                                              0.000000  3    
  5   0.205600   3.5  1             1 g                          0                                                                                                                                                                                                                              0.000000       
                                          2      0.121  4.950E-01  1.000E+00  1.020E+00
  6   0.214200   3.5  1             2 u                  (7/2+)  0                                                                                                                                                                                                                              0.000000  0    
                                          2      0.130  4.486E-01  7.829E-01  7.450E-01
                                          1      0.214  1.795E-01  2.171E-01  2.100E-01
  7   0.371900   3.5  1             2 u                  (7/2+)  0                                                                                                                                                                                                                              0.000000       
                                          2      0.287  6.018E-01  6.457E-01  7.300E-02
                                          1      0.373  3.430E-01  3.543E-01  3.300E-02
  8   0.381900   4.5  1             2 u                  (9/2+)  0                                                                                                                                                                                                                              0.000000  1    
                                          6      0.167  3.656E-01  4.987E-01  3.640E-01
                                          2      0.298  4.749E-01  5.013E-01  5.560E-02
  9   0.382100   7.5 -1  5.000E-11  1 u                 (15/2-)  0                                                                                                                                                                                                                              0.000000  2    
                                          3      0.252  9.142E-01  1.000E+00  9.390E-02
 10   0.410400   6.5 -1             2 u                 (13/2-)  0                                                                                                                                                                                                                              0.000000  3    
                                          4      0.263  4.821E-01  5.219E-01  8.270E-02
                                          3      0.281  4.435E-01  4.781E-01  7.800E-02
